name,date,haibao,info,zhongzi
2019年获奖剧情《幸福城市》BD中英双字幕,日期：2019-07-13 18:28:41 ,https://extraimage.net/images/2019/07/12/71aa126a3609e4a89f32f6e932d535de.jpg,幸福城市 BD中英双字幕 2019年获奖剧情 \n \n◎译　　名　Cities of Last Things \n◎片　　名　幸福城市 \n◎年　　代　2018 \n◎产　　地　中国台湾/中国/美国/法国 \n◎类　　别　剧情/科幻/犯罪 \n◎语　　言　普通话 \n◎字　　幕　中文 \n◎上映日期　2018-09-08(多伦多电影节)/2018-10-26(中国台湾) \n◎IMDb评分 6.0/10 from 223 users \n◎豆瓣评分　5.9/10 from 416 users \n◎文件格式　x264 + aac \n◎视频尺寸　1280 x 720 \n◎文件大小　1CD \n◎片　　长　107分钟 \n◎导　　演　何蔚庭 Wi Ding Ho \n◎编　　剧　何蔚庭 Wi Ding Ho \n◎主　　演　李鸿其 Hong-Chi Lee \n　　　　　　黄璐 Lu Huang \n　　　　　　丁宁 Ning Ding \n　　　　　　张国柱 Kuo-Chu Chang \n　　　　　　谢章颖 Chang-Ying Hsieh \n　　　　　　石锦航 Chin-Hang Shih \n　　　　　　路易丝·格林贝格 Louise Grinberg \n　　　　　　尹馨 Ivy Yin \n　　　　　　高捷 Jack Kao \n◎简　　介 \n　　影片故事讲述主人公在同一个城市的三个时代、三个季节、三个夜晚中所经历的事件。 \n◎获奖情况 \n　　第55届台北金马影展(2018) \n　　金马奖 最佳男配角(提名) 李鸿其 \n　　金马奖 最佳女配角 丁宁 \n　　金马奖 最佳原著剧本(提名) 何蔚庭 \n　　金马奖 最佳新演员(提名) 谢章颖 \n　　第13届亚洲电影大奖(2019) \n　　最佳新演员(提名) 谢章颖 \n　　最佳女配角(提名) 丁宁 \n　　第2届平遥国际电影展(2018) \n　　藏龙单元最受欢迎影片(提名) 何蔚庭 \n　　第21届台北电影节(2019) \n　　台北电影奖 最佳剧情长片(提名) 何蔚庭 \n　　台北电影奖 最佳导演奖(提名) 何蔚庭 \n　　台北电影奖 最佳男主角奖(提名) 李鸿其 \n　　台北电影奖 最佳男配角奖(提名) 高捷 \n　　台北电影奖 最佳女配角奖(提名) 丁宁 \n　　台北电影奖 最佳新演员奖(提名) 谢章颖 \n　　台北电影奖 最佳摄影奖(提名) 孙纪明/让-路易斯·维亚拉 \n　　台北电影奖 最佳美术设计(提名) 廖建安/廖晏舟 \n　　台北电影奖 最佳声音设计(提名) 江宜真/杜笃之 \n \n ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8572/阳光电影www.ygdy8.com.幸福城市.BD.720p.国语中字.mkv
2019年动作《地狱男爵：血皇后崛起》BD中英双字幕,日期：2019-07-11 10:40:59 ,https://extraimage.net/images/2019/07/06/3ce81c50464a00ff95713f1080ddd460.jpg,地狱男爵：血皇后崛起 BD中英双字幕 2019年奇幻动作 \n \n◎译　　名　地狱男爵：血皇后崛起/地狱怪客：血后的崛起(台) \n◎片　　名　Hellboy/Hellboy - Call of Darkness/Hellboy: Rise of the Blood Queen \n◎年　　代　2019 \n◎产　　地　美国 \n◎类　　别　动作/奇幻/冒险 \n◎语　　言　英语 \n◎字　　幕　中英双字幕 \n◎上映日期　2019-04-12(美国) \n◎IMDb评分 5.3/10 from 22103 users \n◎豆瓣评分　6.4/10 from 3931 users \n◎文件格式　x264 + aac \n◎视频尺寸　1280 x 720 \n◎文件大小　1CD \n◎片　　长　120分钟 \n◎导　　演　尼尔·马歇尔 Neil Marshall \n◎编　　剧　安德鲁·考斯比 Andrew Cosby/迈克·米格诺拉 Mike Mignola \n◎主　　演　大卫·哈伯 David Harbour \n　　　　　　米拉·乔沃维奇 Milla Jovovich \n　　　　　　金大贤 Daniel Dae Kim \n　　　　　　伊恩·麦柯肖恩 Ian McShane \n　　　　　　阿利斯泰·皮垂 Alistair Petrie \n　　　　　　萨莎·莱恩 Sasha Lane \n　　　　　　托马斯·哈登·丘奇 Thomas Haden Church \n　　　　　　佩内洛普·米契尔 Penelope Mitchell \n　　　　　　苏菲·奥康内多 Sophie Okonedo \n　　　　　　布莱恩·格里森 Brian Gleeson \n　　　　　　克里斯蒂娜·克莱伯 Kristina Klebe \n　　　　　　阿什丽·艾德纳 Ashley Edner \n　　　　　　道格拉斯·泰特 Douglas Tait \n　　　　　　贝恩·科拉科 Bern Collaço \n　　　　　　阿塔纳斯·斯雷布雷夫 Atanas Srebrev \n　　　　　　凡妮莎·艾科尔兹 Vanessa Eichholz \n　　　　　　莱拉·莫尔斯 Laila Morse \n◎标　　签　奇幻 | 漫画改编 | 美国 | 科幻 | 2019 | 动作 | 漫画英雄 | 地狱男爵 \n◎简　　介 \n　　地狱男爵是二战期间被纳粹召唤到人间的恶魔之子，在被布鲁姆教授收养长大后逐渐学会了融入人类世界，成为了一名超自然力量调查员，然而一起关于末世的预言，令他陷入重重危机。与此同时，史上最强大的邪恶女巫血皇后正企图打破封印重返人间，并让瘟疫席卷地球。地狱男爵与通灵少女爱丽丝以及上校本·戴米奥，因此共同踏上了阻止血皇后的征程。 \n \n ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8472/阳光电影www.ygdy8.com.地狱男爵：血皇后崛起.BD.720p.中英双字幕.mkv
2019年喜剧《你咪理，我爱你！》BD国粤双语中字,日期：2019-07-10 11:51:15 ,https://extraimage.net/images/2019/07/10/2af48cc59aee81fd5346b2cd197dcfde.jpg," \n◎译　　名　你咪理，我爱你！ \n◎片　　名　I Love You, You Are Perfect, Now Change \n◎年　　代　2019 \n◎产　　地　中国香港 \n◎类　　别　喜剧 / 爱情 / 歌舞 \n◎语　　言　粤语/国语 \n◎字　　幕　中文 \n◎上映日期　2019-01-31(中国香港) / 2019-06-28(中国) \n◎IMDb评分 4.8/10 from 20 users \n◎豆瓣评分　4.5/10 from 365 users \n◎文件格式　x264 + aac \n◎视频尺寸　1280 x 720 \n◎文件大小　1CD \n◎片　　长　88分钟 \n◎导　　演　王祖蓝 Cho-lam Wong \n◎主　　演　王祖蓝 Cho-lam Wong \n　　　　　　曾志伟 Eric Tsang \n　　　　　　毛舜筠 Teresa Mo \n　　　　　　王菀之 Ivana Wong \n　　　　　　郑恺 Kai Zheng \n　　　　　　郑秀文 Sammi Cheng \n　　　　　　容祖儿 Joey Yung \n　　　　　　余安安 On-on Yu \n　　　　　　杜丽莎 Teresa Carpio \n　　　　　　方力申 Lik-Sun Fong \n　　　　　　谢君豪 Kwan-Ho Tse \n　　　　　　詹瑞文 Sui-man Chim \n　　　　　　梁祖尧 Joey Leung \n　　　　　　朴素妍 Park So-Yeon \n　　　　　　白只 Michael Ning \n　　　　　　余香凝 Jennifer Yu \n　　　　　　凌文龙 Man-Lung Ling \n　　　　　　阮兆祥 Louis Yuen \n　　　　　　陈嘉佳 Ka-Kai Chan \n　　　　　　杨诗敏 Harriet Yeung \n　　　　　　郭晋安 Roger Kwok \n　　　　　　鲍起静 Hee Ching Paw \n　　　　　　王浩信 Vincent Wong \n　　　　　　陈国邦 Kwok-Pong Chan \n　　　　　　罗敏庄 Mimi Lo \n　　　　　　任永全 Davis Yam \n　　　　　　汤骏业 Ahdee Tong \n　　　　　　梁嘉琪 Kaki Leung \n　　　　　　吴沚默 MoMo Wu \n　　　　　　罗兰 Lan Law \n　　　　　　司徒慧焯 Roy Szeto \n　　　　　　谭伟权 Gary Tam \n　　　　　　何远东 Yuen-Tung Ho \n　　　　　　菁玮 Luvin Ho \n　　　　　　陈明恩 Corinna Chamberlain \n　　　　　　魏惠文 Wai Man Ngai \n　　　　　　鲁文杰 Simon Man Kit Lo \n　　　　　　林盛斌 Shing-Ban Lam \n　　　　　　谢月美 Yuet Mei Tse \n　　　　　　胡枫 Fung Woo \n　　　　　　李启杰 Akai Lee \n　　　　　　张武孝 Mo-Hau Cheung \n　　　　　　赵善恒 Sin-Hang Chiu \n　　　　　　苟芸慧 Christine Kuo \n　　　　　　蒋志光 Chi-Kwong Cheung \n　　　　　　刘雅丽 Alice Lau \n　　　　　　吴业坤 Ng Yip Kwan \n　　　　　　张致恒 Steven Cheung \n　　　　　　麦长青 Cheung-Ching Mak \n　　　　　　汤怡 Kathy Tong \n　　　　　　金刚 Kong King \n　　　　　　阮小仪 Kitty Yuen \n　　　　　　郑敬基 King-Kei Cheng \n　　　　　　刘玉翠 Rain Lau \n　　　　　　陈淑仪 Suk-yee Chan \n　　　　　　钟舒漫 Sherman Chung \n　　　　　　钟舒祺 Sukie Chung \n　　　　　　杜小乔 Siu-Kiu To \n　　　　　　袁绮雯 Yee-Man Yuen \n　　　　　　关宝慧 Emily Kwan \n　　　　　　朱紫娆 \n　　　　　　黄定谦 Himmy Wong \n　　　　　　林子幸 \n　　　　　　陆骏光 Alan Luk Chun-Kwong \n　　　　　　王海妮 \n　　　　　　孙咏轩 \n　　　　　　罗梓龙 \n　　　　　　邵美君 Luna Shaw \n　　　　　　杨伟伦 \n　　　　　　岑丽香 Eliza Sam \n　　　　　　王美琪 \n　　　　　　张满源 Kenneth Cheung \n　　　　　　Tonick \n　　　　　　张孝武 \n◎标　　签　王祖蓝 | 香港电影 | 歌舞 | 香港 | 喜剧 | 2019 | 爱情 | 電影 \n◎简　　介 \n　　自上帝造人以来，间就诞生了千千万万个男和女的爱情故事。本片由十三个关于爱情的小故事组成，从个人、家庭、社会等不同层面出发，探讨这个永恒的人生议题——爱情！ \n \n ",ftp://ygdy8:ygdy8@yg90.dydytt.net:8571/阳光电影www.ygdy8.com.你咪理，我爱你！.BD.720p.国粤双语中字.mkv
2019年惊悚剧情《证人》HD韩语中字,日期：2019-07-14 10:38:01 ,https://extraimage.net/images/2019/07/14/1c27fa879b1b60c7e78010cc36c025c2.jpg,证人 HD韩语中字 2019年惊悚剧情 \n \n◎译　　名　证人/5时恭候的证人(港) \n◎片　　名　Innocent Witness \n◎年　　代　2019 \n◎产　　地　韩国 \n◎类　　别　剧情/惊悚 \n◎语　　言　韩语 \n◎字　　幕　中文 \n◎上映日期　2019-02-13(韩国) \n◎IMDb评分 7.1/10 from 211 users \n◎豆瓣评分　7.7/10 from 7068 users \n◎文件格式　x264 + aac \n◎视频尺寸　1280 x 720 \n◎文件大小　1CD \n◎片　　长　129分钟 \n◎导　　演　李翰 Han Lee \n◎编　　剧　文智媛 Ji-won Moon \n◎主　　演　郑雨盛 Woo-sung Jung \n　　　　　　金香起 Hyang-ki Kim \n　　　　　　李圭亨 Kyu-hyung Lee \n　　　　　　廉惠兰 Yum Hye-ran \n　　　　　　张荣男 Young-nam Jang \n　　　　　　郑元中 Won-jung Jeong \n　　　　　　金正洙 Jong-soo Kim \n　　　　　　金学善 Hak-seon Kim \n　　　　　　宋允儿 Yun-ah Song \n◎标　　签　韩国 | 犯罪 | 人性 | 温情 | 悬疑 | 剧情 | 2019 | 法律 \n◎简　　介 \n　　讲述负责杀人案件的辩护律师顺浩和看到事件的证人智友之间的故事，智友是个自闭症患者。 \n◎获奖情况 \n　　第55届百想艺术大赏(2019) \n　　电影类 大赏 郑雨盛 \n　　电影类 最佳男主角(提名) 郑雨盛 \n　　电影类 最佳女主角(提名) 金香起 \n　　电影类 最佳女配角(提名) 廉惠兰 \n　　电影类 最佳编剧(提名) 文智媛 \n \n ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8573/阳光电影www.ygdy8.com.证人.HD.720p.韩语中字.mkv
2019年动作《单刀直入》BD中英双字幕,日期：2019-07-13 18:26:51 ,https://extraimage.net/images/2019/07/12/e2d50e87151dbd46f385bb3f3bc16ae6.jpg,单刀直入 BD中英双字幕 2019年动作 \n \n◎译　　名　单刀直入 / 单刀直入美版 \n◎片　　名　Point Blank \n◎年　　代　2019 \n◎产　　地　美国 \n◎类　　别　动作/惊悚 \n◎语　　言　英语 \n◎字　　幕　中英双字幕 \n◎上映日期　2019-07-12(美国) \n◎豆瓣评分　5.8/10 from 718 users \n◎豆瓣评分　5.8/10 from 76 users \n◎文件格式　x264 + aac \n◎视频尺寸　1280 x 720 \n◎文件大小　1CD \n◎片　　长　86分钟 \n◎导　　演　乔·林奇 Joe Lynch \n◎编　　剧　弗雷德·卡瓦耶 Fred Cavayé \n　　　　　　亚当·G·西蒙 Adam G. Simon \n◎主　　演　安东尼·麦凯 Anthony Mackie \n　　　　　　弗兰克·格里罗 Frank Grillo \n　　　　　　马西娅·盖伊·哈登 Marcia Gay Harden \n　　　　　　克里斯蒂安·库克 Christian Cooke \n　　　　　　泰娜·帕丽斯 Teyonah Parris \n　　　　　　波利斯·麦戈法 Boris McGiver \n　　　　　　亚当·G·西蒙 Adam G. Simon \n　　　　　　丹尼尔·R·希尔 Daniel R. Hill \n　　　　　　理查德·杜恩 Richard Doone \n　　　　　　Ming Wang \n　　　　　　Carly Tamborski \n　　　　　　Markice Moore \n　　　　　　William C. Ingram \n　　　　　　Bryan Coffee \n　　　　　　Harrison Sheckler \n　　　　　　Lea Hutton Beasmore \n　　　　　　James Siderits \n　　　　　　David Pittinger \n◎简　　介 \n　　“猎鹰”安东尼·麦凯、“交叉骨”弗兰克·格里罗出演美版[单刀直入]，Netflix出品，导演乔·林奇([艾芙莉])。法版[单刀直入]于2010年上映，导演弗雷德·卡瓦耶，主演吉尔·勒卢什，故事讲述男主萨缪尔的妻子遭匪徒绑架，为救出妻子他不得不按绑匪的要求一步步走向险境。新版男主由麦凯饰演。 \n \n ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8473/阳光电影www.ygdy8.com.单刀直入.BD.720p.中英双字幕.mkv
2018年动画冒险《遗失的环节》BD中英双字幕,日期：2019-07-12 19:07:30 ,https://extraimage.net/images/2019/07/12/51e3889a2fe3fbcfe4a7554dcfa3a5ca.jpg, \n◎译　　名　遗失的环节 / 大冒险家(台) / 缺少环节 \n◎片　　名　Missing Link \n◎年　　代　2019 \n◎产　　地　美国 \n◎类　　别　动画/冒险 \n◎语　　言　英语 \n◎字　　幕　中英双字幕 \n◎上映日期　2019-04-12(美国) \n◎IMDb评分 7.0/10 from 3406 users \n◎豆瓣评分　7.0/10 from 373 users \n◎文件格式　x264 + aac \n◎视频尺寸　1280 x 720 \n◎文件大小　1CD \n◎片　　长　95分钟 \n◎导　　演　克里斯·巴特勒 Chris Butler \n◎编　　剧　克里斯·巴特勒 Chris Butler \n◎主　　演　休·杰克曼 Hugh Jackman \n　　　　　　佐伊·索尔达娜 Zoe Saldana \n　　　　　　艾玛·汤普森 Emma Thompson \n　　　　　　扎克·加利凡纳基斯 Zach Galifianakis \n　　　　　　蒂莫西·奥利芬特 Timothy Olyphant \n　　　　　　爱丽达·阿察瑞儿 Amrita Acharia \n　　　　　　马特·卢卡斯 Matt Lucas \n　　　　　　斯蒂芬·弗雷 Stephen Fry \n　　　　　　大卫·威廉姆斯 David Walliams \n◎标　　签　动画 | 美国 | 定格动画 | 2019 | 莱卡 | 冒险 | 莱卡工作室 | 喜剧 \n◎简　　介 \n　　莱昂内尔·弗罗斯特爵士(休叔)认为自己是世界上最杰出的神话和怪物调查员，为了获得探险精英的认可，他前往美国西北太平洋地区以证明一种传说中生物Mr. Link(扎克)的存在，这是原始人类和现代人类之间缺失的一环。随后弗罗斯特、Link和探险家Adelina Fortnight(佐伊)踏上了寻找Link远亲的冒险之路。 \n \n ,ftp://ygdy8:ygdy8@yg45.dydytt.net:5056/阳光电影www.ygdy8.com.遗失的环节.BD.720p.中英双字幕.mkv
2019年动作《潜行者/卧虎潜龙》HD国粤双语中字,日期：2019-07-12 00:50:21 ,https://extraimage.net/images/2019/07/12/653995627d7f7192f34df5a1a83d427c.jpg,潜行者 卧虎潜龙 潜龙狙击 HD国粤双语中字 2019年动作 \n \n◎译　　名　Undercover Punch and Gun/Undercover vs Undercover \n◎片　　名　潜行者/卧虎潜龙/潜龙狙击 \n◎年　　代　2019 \n◎产　　地　中国/中国香港 \n◎类　　别　喜剧/动作/爱情/犯罪/悬疑 \n◎语　　言　普通话/粤语 \n◎字　　幕　中文 \n◎上映日期　2019-06-28(中国) \n◎豆瓣评分　3.6/10 from 596 users \n◎文件格式　x264 + aac \n◎视频尺寸　1920 x 800 \n◎文件大小　1CD \n◎片　　长　90分钟 \n◎导　　演　吕冠南 Koon-nam Lui/谭广源 Frankie Tam \n◎编　　剧　吕冠南 Koon-nam Lui/谭广源 Frankie Tam \n◎主　　演　伍允龙 Philip Ng \n　　　　　　吴建豪 Vanness Wu \n　　　　　　安志杰 Andy On \n　　　　　　谢霆锋 Nicholas Tse \n　　　　　　冯文娟 Wenjuan Feng \n　　　　　　蒋璐霞 Luxia Jiang \n　　　　　　赵慧珊 Aka Chio \n　　　　　　迟帅 Shuai Chi \n　　　　　　孟佳 Jia Meng \n　　　　　　伦阿兹 Aaron Aziz \n　　　　　　吴家丽 Carrie Ng \n　　　　　　邵音音 Yin-Yin Shaw \n　　　　　　林雪 Suet Lam \n◎标　　签　动作 | 中国大陆 | 2019 | 悬疑 | 香港 | 合拍 | 犯罪 \n◎简　　介 \n　　故事开始于卧底警察潜伏黑帮，意外的坐上了黑帮老大的位置，不料被大毒枭设计一步步拖入公海的魔鬼运输船；恰逢此时，一支神秘的第三方部队正在展开他们的复仇之路，命运的纠葛从此开始。在三方力量的角逐中，激烈的搏斗、刀战、枪战、狙击战、遥控炸弹，层层升级步步惊心。在法与情，爱与恨，兄弟和女人之间，有些事情总要有人去做。 \n ,ftp://ygdy8:ygdy8@yg45.dydytt.net:4204/阳光电影www.ygdy8.com.潜行者.HD.1080p.国粤双语中字.mkv
2017年剧情战争《无名战士》BD中字,日期：2019-07-16 11:37:37 ,https://extraimage.net/images/2019/07/06/4cbcf7278e5cbff996955976dde37c81.jpg,无名战士 BD中字 2017年剧情战争 \n \n◎译　　名　无名战士 \n◎片　　名　Tuntematon sotilas/Okänd soldat/The Unknown Soldier \n◎年　　代　2017 \n◎产　　地　芬兰/比利时/冰岛 \n◎类　　别　剧情/历史/战争 \n◎语　　言　芬兰语/德语/俄语 \n◎字　　幕　中文 \n◎上映日期　2017-10-27(芬兰) \n◎IMDb评分 7.9/10 from 6586 users \n◎豆瓣评分　7.8/10 from 3303 users \n◎文件格式　x264 + aac \n◎视频尺寸　1280 x 720 \n◎文件大小　1CD \n◎片　　长　180分钟 \n◎导　　演　阿库·卢希米斯 Aku Louhimies \n◎编　　剧　阿库·卢希米斯 Aku Louhimies/Jari Rantala/瓦依诺·林纳 Väinö Linna \n◎主　　演　伊诺·阿霍 Eero Aho \n　　　　　　Johannes Holopainen \n　　　　　　Jussi Vatanen \n　　　　　　Aku Hirviniemi \n　　　　　　Hannes Suominen \n　　　　　　Arttu Kapulainen \n　　　　　　萨穆利·瓦拉莫 Samuli Vauramo \n　　　　　　乔纳斯·萨特莫 Joonas Saartamo \n　　　　　　Juho Milonoff \n　　　　　　Andrei Alen \n　　　　　　Paula Vesala \n　　　　　　Diana Pozharskaya \n　　　　　　Marketta Tikkanen \n　　　　　　马蒂·里斯蒂宁 Matti Ristinen \n　　　　　　麦克斯·奥瓦斯卡 Max Ovaska \n　　　　　　Kimi Vilkkula \n　　　　　　Severi Saarinen \n　　　　　　亚尔科·拉赫蒂 Jarkko Lahti \n　　　　　　Eino Heiskanen \n　　　　　　Akseli Kouki \n　　　　　　Eemeli Louhimies \n　　　　　　Elias Gould \n　　　　　　Annika Stenvall \n　　　　　　Oskar Pöysti \n　　　　　　Janne Virtanen \n　　　　　　Pirkka-Pekka Petelius \n　　　　　　Turkka Mastomäki \n　　　　　　Hemmo Karja \n◎标　　签　战争 | 二战 | 苏芬战争 | 芬兰 | 历史 | 电影 | 2017 | 剧情 \n◎简　　介 \n　　影片改编自1954年同名畅销小说《无名战士》，讲述了一队芬兰士兵在苏芬战争中的故事。 \n \n ,ftp://ygdy8:ygdy8@yg45.dydytt.net:3218/阳光电影www.ygdy8.com.无名战士.BD.720p.中字.mkv
2018年奇幻惊悚《借来的100天》HD泰语中字,日期：2019-07-18 01:47:43 ,https://extraimage.net/images/2019/07/18/e2e0916f3ace7f269e06153a7f5a69c1.jpg,借来的100天 HD泰语中字 2018年奇幻惊悚 \n \n◎译　　名　借来的100天/寄身100天 \n◎片　　名　Homestay \n◎年　　代　2018 \n◎产　　地　泰国 \n◎类　　别　剧情/惊悚/奇幻 \n◎语　　言　泰语 \n◎字　　幕　中文 \n◎上映日期　2018-10-25(泰国) \n◎IMDb评分 7.6/10 from 807 users \n◎豆瓣评分　6.3/10 from 468 users \n◎文件格式　x264 + aac \n◎视频尺寸　1280 x 720 \n◎文件大小　1CD \n◎片　　长　131分钟 \n◎导　　演　柏德潘·王般 Parkpoom Wongpoom \n◎编　　剧　柏德潘·王般 Parkpoom Wongpoom \n　　　　　 Thodsapon Thiptinnakorn \n　　　　　 irassaya Wongsutin \n　　　　　 艾卡斯特·泰叻他那 Eakasit Thairatana \n　　　　　 Abhichoke Chandrasen \n　　　　　 森绘都 Eto Mori \n◎主　　演　披纳若·苏潘平佑 Teeradon Supapunpinyo \n　　　　　 切尔普朗·阿瑞库尔 Cherprang Areekul \n　　　　　 纳帕猜·贾亚纳马 Nopachai Jayanama \n　　　　　 赖拉·邦雅淑 Laila Boonyasak \n　　　　　 Suquan Bulakool \n　　　　　 纳塔西特·科蒂马努瓦尼 Nutthasit Kotimanuswanich \n　　　　　 塔内·瓦拉库努娄 Thaneth Warakulnukroh \n◎标　　签　泰国 | 悬疑 | 青春 | 惊悚 | 2018 | 剧情 | 成长 | 奇幻 \n◎简　　介 \n　　该片翻拍自2010年上映的日本动漫电影《意外的幸运签》，一缕无主幽魂，赫然发现自己附身在一名高中男生Min的尸首中，在外人眼里他是个医学奇迹，唯有这个「寄居灵魂」心知肚明，这是死神给他的考验，要他在100天内找出令明死去的真凶，否则他将永不超生！ 「寄居灵魂」用尽方法投入Min的世界，感受Min的亲情、友情及爱情，逐渐发现Min的死另有内情…… \n \n ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8576/阳光电影www.ygdy8.com.借来的100天.HD.720p.泰语中字.mkv
2019年动作科幻《阿丽塔：战斗天使》BD国英双语双字幕,日期：2019-07-16 11:40:00 ,https://extraimage.net/images/2019/06/29/679de44adbd210e1d9378007ec277847.jpg,阿丽塔：战斗天使 BD国英双语双字 2019年动作科幻 \n \n◎译　　名　阿丽塔：战斗天使/艾莉塔：战斗天使(台)/铳梦/铳梦：战斗天使(港) \n◎片　　名　Alita: Battle Angel \n◎年　　代　2019 \n◎产　　地　美国/加拿大/阿根廷 \n◎类　　别　动作/科幻/冒险 \n◎语　　言　英语/国语 \n◎字　　幕　中英双字幕 \n◎上映日期　2019-02-05(台湾)/2019-02-14(美国)/2019-02-22(中国) \n◎IMDb评分 7.5/10 from 90771 users \n◎豆瓣评分　7.6/10 from 329359 users \n◎文件格式　x264 + aac \n◎视频尺寸　1280 x 720 \n◎文件大小　1CD \n◎片　　长　122分钟 \n◎导　　演　罗伯特·罗德里格兹 Robert Rodriguez \n◎编　　剧　詹姆斯·卡梅隆 James Cameron \n　　　　　　莱塔·卡罗格里迪斯 Laeta Kalogridis \n　　　　　　木城幸人 Yukito Kishiro \n◎主　　演　罗莎·萨拉查 Rosa Salazar \n　　　　　　克里斯托弗·沃尔兹 Christoph Waltz \n　　　　　　基恩·约翰逊 Keean Johnson \n　　　　　　艾德·斯克林 Ed Skrein \n　　　　　　马赫沙拉·阿里 Mahershala Ali \n　　　　　　詹妮弗·康纳利 Jennifer Connelly \n　　　　　　杰基·厄尔·哈利 Jackie Earle Haley \n　　　　　　陈东兰 Lana Condor \n　　　　　　小豪尔赫·兰登伯格 Jorge Lendeborg Jr. \n　　　　　　艾莎·冈萨雷斯 Eiza González \n　　　　　　卡斯帕·凡·迪恩 Casper Van Dien \n　　　　　　米歇尔·罗德里格兹 Michelle Rodriguez \n　　　　　　爱德华·诺顿 Edward Norton \n　　　　　　杰夫·法赫 Jeff Fahey \n　　　　　　山姆·麦地那 Sam Medina \n　　　　　　德里克·梅耶斯 Derek Mears \n　　　　　　艾丽·拉蒙特 Elle LaMont \n　　　　　　豪尔赫·A·希门尼斯 Jorge A. Jimenez \n　　　　　　马克·扎罗 Marko Zaror \n　　　　　　比利·布莱尔 Billy Blair \n　　　　　　伦纳德·吴 Leonard Wu \n　　　　　　特里斯坦·里格斯 Tristan Riggs \n　　　　　　迈克尔·洛夫·托利弗 Michael Love Toliver \n　　　　　　金 King \n　　　　　　达塞尔·丹妮尔 Darcel Danielle \n　　　　　　Mark A. White \n◎标　　签　科幻 | 机器人 | 漫画改编 | 动作 | 美国 | 赛博朋克 | 2019 | 动画 \n◎简　　介 \n　　故事发生在遥远的26世纪，外科医生依德（克里斯托弗·瓦尔兹 Christoph Waltz 饰）在垃圾场里捡到了只剩下头部的机械少女将她带回家中，给她装上了本来为自己已故的女儿所准备的义体，并取名阿丽塔（罗莎·萨拉扎尔 Rosa Salazar 饰）。苏醒后的阿丽塔对这个五彩斑斓但却暴力而又残酷的世界产生了浓厚的兴趣，在结识了青年雨果（基恩·约翰逊 Keean Johnson 饰）后，阿丽塔开始接触名为机动球的运动，并在比赛中展现出了惊人的格斗天赋。 \n在废铁城居民们的头顶，漂浮着巨大的浮空城市撒冷，废铁城居民们的一切劳作和付出，都是为了给撒冷提供继续运作的燃料。在大财阀维克特（马赫沙拉·阿里 Mahershala Ali 饰）所设立的机动球比赛中，最终获得冠军的人能够获得前往撒冷生活的资格，阿丽塔决定利用自己的格斗天赋参加比赛，却被卷入了一个巨大的阴谋之中。 \n◎获奖情况 \n　　第5届豆瓣电影年度榜单(2018) \n　　最值得期待的外语电影(提名) \n　　第4届豆瓣电影年度榜单(2017) \n　　最值得期待的外语电影(提名) \n \n ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8374/阳光电影www.ygdy8.com.阿丽塔：战斗天使.BD.720p.国英双语双字.mkv
